rollNo,studentName,math,physics,chemistry,grade
578822,Mallory Obrien,12,88,38,D
588167,Paula Wilson,43,68,27,D
593308,Jennifer Foley,45,53,55,C
535381,Steven Mitchell,72,85,43,B
566874,Jean Martinez,42,81,21,D
521400,Tammy Davis,30,76,100,B
534726,Philip Porter,75,50,35,C
554951,Candice Thomas,62,87,39,B
582293,Terry Warren,16,81,34,D
510560,Anita Nicholson,93,59,90,B+
581715,Denise White,68,93,29,B
520750,Brooke Bradley,88,66,85,B+
504866,Patricia Strickland,63,95,92,A
515471,Vanessa Gonzalez,81,60,10,D
577795,Elizabeth Davis,75,54,18,D
595045,Ann King,98,14,66,C
572265,Donald Mitchell,81,19,39,D
563831,Vanessa Lee,82,32,20,D
550929,Caroline West,69,38,96,B
515293,James Cowan,55,62,23,D
554897,Eric Ballard,47,47,85,C
500612,Cynthia Hill,76,99,97,A
507259,Benjamin Bates,84,48,30,C
505386,Colleen Taylor,22,66,85,C
509844,Vernon Short,96,93,47,B+
522535,Tyler Brown,85,96,77,A
509229,John Martinez,71,85,23,C
518874,Randall Everett,78,70,18,C
516549,Michael Schaefer,97,67,75,B+
589218,Alexander Macdonald DDS,64,89,25,C
504082,Brittany Flores,58,24,79,C
588989,Heather Howard,75,51,25,D
565146,James Howard,63,71,16,D
501066,Jenny Craig,55,81,37,C
542699,Jason Graham,99,91,12,B
522696,Sandra Ho,95,69,40,B
569051,Danielle Burton,88,79,85,A
524385,Amy Harding,84,13,12,D
554784,Rebecca Robbins,12,48,35,F
576671,Vickie Stone,79,94,17,B
532207,Ryan Schmidt,25,32,71,D
527188,Barry Griffin,83,13,99,B
552863,Roger Brennan,82,28,12,D
537460,James Graham,53,14,64,D
522429,Paula Harvey,98,80,88,A
562007,Philip Morales,56,28,68,D
501218,Audrey Medina,58,31,26,D
581525,Michael Williamson,25,66,60,D
505895,Michael Horne,38,84,30,D
563544,Tyler Flores,48,65,79,B
594591,Bryan Carter,98,37,69,B
562354,Chase Carey,44,57,99,B
523292,Samantha Bradley,41,48,27,D
520562,Danielle Flynn,88,44,66,B
500695,Dave Marshall,50,76,77,B
530690,Maria Kaiser,35,97,75,B
534605,Kimberly Collins,96,83,56,B+
552604,John Bruce,73,81,38,B
558521,Steven Wall,10,53,75,D
513367,John Campos,90,78,42,B
512157,Christopher Castro,82,69,54,B
544436,Mark Robinson,71,20,17,D
501899,Megan Deleon,31,29,11,F
526759,Christina Lopez,27,14,81,D
509702,Natalie Hickman,81,23,36,D
549917,Joshua Jones,53,67,49,C
598395,Kristi Johnson,88,63,68,B+
537180,Christine Thompson,33,56,47,D
589586,Judy Wallace,23,73,85,C
567952,Amy Lee,21,77,82,C
554628,Lauren Williams,94,58,17,C
524295,Maria Powers,61,16,53,D
524161,Eileen Braun,10,60,72,D
509415,Donna Jones,48,90,52,B
590913,Robert Caldwell,54,70,60,B
564018,David White,30,42,56,D
512203,Joseph Barr,56,87,67,B
510397,Tiffany Sosa,12,13,58,F
521504,Ruth Rodriguez,84,45,30,C
518331,Lauren Lowe,43,11,27,F
564357,Melanie Hernandez,19,73,33,D
562379,Emma Cruz,12,88,31,D
561839,William Brennan,22,70,16,D
578643,Samantha Miller,67,30,84,C
534003,Jason Johnson,61,23,45,D
575260,Pamela Smith,93,32,54,C
513289,Sara Dixon,18,66,51,D
590896,Frank Mccarthy,14,68,74,C
528438,Lisa Martin,28,67,88,B
567164,Terri Smith,79,54,91,B+
569781,Wayne Silva,12,29,59,D
560893,Keith Brown,21,37,81,D
585194,Matthew James,25,73,11,D
549528,Melvin Frazier,75,30,95,B
577053,Tyler Brooks,88,49,50,B
593641,Christopher Garcia,49,86,85,B+
574915,Sabrina Conley,23,75,28,D
567216,Amy Clark,27,55,39,D
553271,Miss Kelly Byrd,75,16,49,D
580975,Angela Hansen,41,63,32,D
589817,Wanda Price,57,96,73,B+
501388,Pamela Leonard,13,62,20,F
565261,Kaitlyn Howard DVM,65,30,46,D
550256,Justin Kramer,19,72,37,D
597432,Victor Turner,53,87,94,B+
587899,Mary Harris,43,25,73,D
594315,Robert Johnson,17,48,25,F
594319,Jessica Mccoy MD,33,23,39,F
555076,Manuel Watson,55,24,33,D
597757,Michael Phillips,41,77,18,D
505147,Mary Houston,86,37,18,D
513491,Michael Jimenez,85,29,43,C
587218,Henry Burton,48,72,48,C
514446,Daniel Riley,15,15,56,F
585433,Adam Hayes,93,75,30,B
581434,Amanda Perkins,76,82,28,B
572076,Jeffrey Cross,68,33,63,C
575523,Donald Diaz,66,14,85,C
518692,Gary Lindsey,75,67,39,C
532514,Shaun Yu,86,14,26,D
581100,Theresa Booth,69,59,12,D
595834,Gary Collins,13,43,100,C
562368,Nathan Phillips,53,42,67,C
566004,Jennifer Joseph,69,54,41,C
599310,Christine Brooks,72,90,50,B
587514,Ralph Reed,33,87,10,D
530395,Ashley Atkinson,58,15,73,D
510797,Lisa Carroll,30,59,23,D
518284,Ronald Harrington MD,31,32,64,D
558878,David Boone,47,30,33,D
519818,Elizabeth Williams,52,94,10,C
577493,Gabrielle Richardson,29,52,64,D
501466,Candice Noble,73,38,70,C
555322,David Parrish,88,48,61,B
584721,Kimberly Lee,58,86,73,B+
562222,Lisa Hess,24,52,16,F
553014,Mrs. Danielle Thompson PhD,94,28,12,D
549969,Cristina Smith,77,88,27,B
557852,Chad Waller,23,85,58,C
542032,Kimberly Taylor,61,30,48,D
509446,Matthew Martinez,69,95,83,A
563257,Ashley Morris,70,23,74,C
576648,Shirley Mcintyre,85,53,82,B+
576553,Diane Brown,50,30,38,D
583833,David Oneal,90,39,89,B+
581445,Krystal Anderson,49,68,63,C
523502,Joel Phillips,52,58,75,B
581372,Tara Torres,89,30,21,D
512415,Stephanie Mccoy,98,67,28,B
523005,James Young,49,38,31,D
571389,Diana Campbell,69,17,95,C
553723,Shawn Abbott,22,40,20,F
542268,Jordan Hart,83,68,39,B
527537,Mary Hatfield,51,95,54,B
545649,Bryan Lee,46,17,28,F
557854,Jean Blair,43,80,54,C
511311,Emma Smith,87,49,63,B
589315,Jeremy Welch,65,79,64,B
507272,Jason Peters,21,33,89,D
573733,Larry Glenn,75,10,28,D
589437,Katie Gonzalez,67,20,55,D
586995,Kelly Robinson,97,93,76,A
509730,Mark Peterson,44,98,10,D
590045,Dr. John Shaw DDS,85,65,94,A
583348,Anthony Wilkins,97,95,43,B+
520218,Thomas Tapia,57,82,75,B+
524791,Joseph Clayton,38,87,88,B+
581495,Angela Simmons,94,54,93,B+
525225,Christina Ward,11,28,63,D
550748,Shaun Costa,74,67,72,B+
563229,Monique Davenport,56,42,74,C
522164,Lori Padilla,24,69,26,D
569226,John Pugh,66,28,58,D
525847,Chloe Perkins,60,55,36,D
507785,Mr. Andrew Moore III,26,60,94,C
547135,Brandy Smith,93,54,71,B+
520974,Krista Warren,50,51,56,C
583145,Philip Hall,42,29,59,D
508748,Donna Castillo,90,92,13,B
599114,Anthony Ryan,100,61,55,B+
586245,Alex Brewer,100,20,10,D
594776,Rebekah Friedman,77,87,73,B+
527149,Yvonne Moore,24,65,40,D
522826,Dr. Melvin Johnson,94,30,97,B+
568142,Jennifer Murray,99,58,48,B
513429,Leslie Kelly,77,75,95,A
564482,Melissa Williams,77,71,26,C
507289,Matthew Ferguson,93,25,36,C
519939,Justin Bass MD,72,33,50,C
530106,Christopher Reed,40,90,15,D
504301,Jorge Garcia,55,11,21,F
552811,Holly Lewis,76,76,90,B+
506622,Richard Khan,67,42,89,B
579151,Shannon Lambert,87,49,64,B
514672,David Mccoy,45,17,49,D
590271,Laurie Hopkins,26,41,44,D
566526,Randy Garner,93,100,55,A
574322,Aaron Black,66,89,10,C
595791,Jeffrey Mccoy,60,18,62,D
520870,Janice Wilson,70,11,16,F
501636,Jesse Johnson,36,39,57,D
523890,Mark Proctor,16,17,48,F
594333,Kelly Martin,61,24,26,D
511871,Tamara Guerrero,48,77,27,D
559523,Rhonda Hall,93,57,49,B
599325,Adam Trevino,66,66,19,D
531675,Brian Davis,41,44,32,D
571903,Danielle Ayala,46,93,61,B
594174,Kenneth Johnson,50,22,41,D
592633,Colton Jones,56,58,23,D
565706,James Jimenez,95,46,14,C
541548,Erin Carr,53,20,16,F
571980,Michelle Campbell MD,22,72,32,D
562823,Jennifer Stanley,92,17,20,D
532799,Mark Rose,100,21,64,B
530753,Tara George,28,51,68,D
524339,Jonathan Williams,77,36,88,B
582600,Mike Wood,43,92,67,B
534195,Heather Turner,70,34,29,D
539655,Christopher Simmons,39,68,29,D
501594,Megan Ortiz,51,81,10,D
590163,Stephen Mcguire,33,11,62,D
599103,Stacey Newton,72,28,84,B
537854,Michael Sullivan,24,43,39,D
549149,Mindy Rios,72,60,16,D
511168,Alan Lewis,47,43,92,C
511022,Hector Kelly,36,56,57,D
514768,Christopher Wood,59,60,78,B
511237,Mr. Gilbert Cook,57,57,52,C
533913,Mr. Eugene Barnes DVM,55,99,30,B
541759,Alicia Murray,11,53,72,D
512629,Dalton Lutz,12,68,95,C
596071,Christopher Mcintyre,94,47,97,B+
572175,Justin Ford,34,83,58,C
509475,Sandra Howell,83,65,69,B+
541343,Kristin Collins,48,13,30,F
525251,Karen Wright,60,87,79,B+
502229,Maureen Santos,21,19,26,F
574774,Cheryl Knight,28,50,52,D
524256,Hayley Baker,16,52,56,D
552391,Laura Wood,31,55,64,D
542345,Brenda Simmons,13,27,49,F
507736,Jane Rodriguez,28,31,78,D
517678,Laura Haynes,16,52,74,D
558235,Kevin Wright,20,18,20,F
596266,Jessica Kaiser,79,17,39,D
514110,Angel Hamilton,49,23,93,C
595517,Pamela Camacho,13,66,45,D
520004,Teresa James,67,95,67,B+
599148,Oscar Walters,21,19,40,F
572178,David Herrera,24,35,53,D
555456,Amber Sharp,53,67,38,C
568192,Paul Cervantes,91,60,19,C
530377,Michelle Carpenter,88,97,71,A
522208,Elizabeth Price,100,21,77,B
503233,Terri Humphrey,40,81,72,B
537329,Natalie Phillips,33,46,67,D
552944,Dr. Jasmine Hatfield,44,16,54,D
501440,Derrick Mcconnell,16,63,57,D
528919,Christina Lopez,21,76,48,D
514183,Jeffrey Weber,58,14,30,D
591966,Christopher Simmons,12,71,89,C
597428,Richard Moss,11,54,68,D
534287,Jessica Stout,19,80,77,C
565085,Abigail Conner,43,23,22,F
554303,Raymond Anderson,75,98,60,B+
539505,Edward Swanson,11,57,46,D
521809,Michelle Jackson,16,14,68,F
550337,Sarah Velez,85,21,67,C
583743,Fred White,72,92,49,B+
562290,Michael Caldwell,23,92,46,C
519545,Paul Parker,37,14,93,D
563624,Cassie Chavez,43,62,10,D
540368,Nancy Garcia,26,81,27,D
585808,Jason Roberts,83,92,34,B
513467,Kyle Martinez,22,41,34,F
587041,Patricia Brown,40,14,71,D
581958,Joyce Shannon,52,16,52,D
554337,Joshua Stafford,98,95,98,A+
541807,Stacey Bartlett,100,70,74,A
575629,Thomas Perkins,95,60,54,B
515691,Jennifer Rogers,13,65,60,D
525670,Veronica Olson,52,34,90,C
583672,Laura Wilkinson,30,13,20,F
596420,Kenneth Adams,82,33,37,D
593486,Alexa Bell,91,70,66,B+
535425,Anthony Dunlap,45,20,60,D
527763,Jason Graham,65,47,54,C
518001,Robin Alexander,66,20,36,D
542849,Dr. Brittany Smith,94,72,18,B
599470,Amy Cooper,86,90,90,A
563860,Tara Russell,84,32,40,C
554745,John Chavez MD,90,27,27,D
513283,James Sweeney,95,71,28,B
523002,David Marks,76,12,84,C
590772,Carol Cobb,39,45,71,C
587154,Preston Hernandez,23,74,42,D
567475,Karen Cooper,85,39,16,D
544350,Matthew Perez,82,80,33,B
593387,Nathan David,63,49,13,D
511934,Shannon Dean,77,39,80,B
580270,Deanna House,93,10,13,D
567902,Pamela Thomas,71,27,64,C
506144,Randy Patterson,57,88,29,C
539431,Calvin Cowan,28,30,34,F
529056,Gavin Bird,47,80,78,B
501474,Dylan Thompson,30,65,74,C
516576,Daniel Nunez,31,96,61,B
569134,Mr. Michael Barrett,71,66,15,D
538564,Brian Cruz,25,36,33,F
501683,Brandy Castro,70,63,73,B
564991,Joseph Smith,62,38,96,B
534101,Courtney Acosta,38,76,39,C
578744,James Chavez,87,45,85,B+
517631,Rebecca Glass,41,48,39,D
527090,William Avila,14,99,67,C
561197,Anna Porter,36,16,16,F
563570,Bryce Hansen,67,84,62,B+
510286,Andrea Craig,72,33,54,C
577725,Joseph Mcdowell,25,13,32,F
580023,Trevor Pollard,70,28,34,D
511182,Ronald Dixon,43,78,41,C
544322,Sydney Campbell,25,48,73,D
552621,Molly Allen,50,48,100,B
518015,Karen Patrick,69,77,16,C
565576,Casey Johnson,82,56,77,B+
570655,Marie Bradley,11,100,20,D
502074,Rachel Williams,78,57,60,B
506729,David Hall,78,84,93,A
556504,Erin Schneider,62,40,10,D
510774,Jacob Campbell,92,74,97,A
506512,Jose Bolton,80,69,32,C
520207,Ralph Murray,33,17,46,F
555090,Ian Hart,24,80,74,C
547725,Jennifer Wang,36,49,51,D
523419,Zachary Faulkner,66,68,37,C
559068,Jonathan Pope,72,97,98,A
581979,David Bennett,32,78,43,C
546168,Daniel Ramsey,23,90,66,C
501406,Judy Kelly MD,45,54,19,D
565393,Donna Ellison,88,50,44,C
563150,Martin Sellers,61,12,71,D
596411,Cassidy James,98,89,57,A
536590,Kimberly Newman,96,33,74,B
536370,Michael Watson,61,81,66,B
550623,Michael Mcneil,12,47,24,F
510371,Matthew Mora,72,12,90,C
571415,Andrea Fisher,41,60,82,B
535883,Chase Martinez,72,84,78,B+
509505,Christina Carroll,53,65,32,D
520945,Ryan Morris,32,62,40,D
512106,David Aguilar,93,14,73,C
581485,Thomas Wilson,36,61,66,C
556234,Kristina Reyes,13,39,31,F
523725,Melissa Kelly,16,95,40,D
574759,Anthony Barker,40,90,44,C
595261,Alexander Reynolds,17,28,14,F
501887,Adrian Owen,98,40,81,B+
546556,Ian Ortiz,71,51,35,C
500922,John Robinson,98,44,65,B
579288,Andrew Scott,20,100,38,C
599682,Dr. Gabrielle Foster,96,29,13,D
541722,Dana Richardson,86,57,12,C
520643,Donald White,57,94,52,B
520173,William Richardson,66,25,58,D
540975,Travis Barajas,64,79,57,B
559193,Cheyenne Dean,90,37,42,C
551131,Benjamin Hernandez,62,91,71,B+
503471,Lawrence Carroll,64,85,44,B
523605,Luis Hicks,42,14,41,F
523950,Sara Brown,83,71,72,B+
554551,Douglas Ramos,75,62,50,B
563350,Casey Wolfe,100,12,33,D
560741,Bobby Hill,24,50,37,D
544983,Tanya Edwards,18,80,82,C
550285,Anthony Ramirez,50,43,79,C
514022,Michael Hernandez,60,56,13,D
551682,Danielle Lucas,74,99,78,A
516847,Joshua Cunningham,51,88,54,B
527847,Stacy Butler,19,62,67,D
535066,Robert Adams,16,38,91,D
506641,Michael Love,57,76,42,C
519361,Richard Hall,97,88,15,B
529942,Wendy Thomas,15,70,73,C
567720,Samuel Kirby,73,63,14,D
510652,Charles Morris,98,47,74,B+
540265,Brian Hampton,65,75,45,B
585881,Jared Freeman,43,34,49,D
527040,Joseph Rice,85,62,18,C
506809,Daniel Woods,11,28,32,F
559939,Brad Barton,19,33,42,F
539637,Jeffrey Carpenter,84,99,76,A
574417,Barbara Clark,78,68,28,C
596825,Lisa Leon,34,82,25,D
548120,Daisy Whitehead,29,14,92,D
539760,Latasha Jones,94,30,61,B
583265,Ashley Yu,62,68,15,D
500565,Sarah Moore,79,20,86,B
510742,Tony Sanders,95,62,63,B+
529641,Laura Clark,48,43,70,C
566176,Austin Garcia,75,51,95,B+
585067,Caitlin Foster,87,53,47,B
528599,Joshua Dawson,91,91,43,B+
549015,Troy Walker,91,18,98,B
517643,Donald Lopez,12,95,10,D
544186,Peter Sanchez Jr.,68,16,80,C
518184,Philip Kelly,10,38,96,D
557626,Corey Carlson,66,23,60,D
556445,April Craig,62,71,34,C
543455,Michael Price,71,35,29,D
593271,Zachary Rush,53,93,17,C
511941,Christopher Mason,15,38,69,D
579124,Timothy Martin,58,100,92,A
555620,Andrea Robinson,40,94,57,B
568703,Christopher Gibson,58,87,30,C
527268,Julia White,32,47,10,F
541004,Crystal Robertson,62,47,58,C
560694,Taylor Taylor,10,59,65,D
551879,Peter Stewart,59,53,69,C
502541,Vanessa Garrett,78,44,94,B+
576040,Brandon Chen,46,77,10,D
569804,Francisco Mcdowell,28,90,63,C
572597,Julie Parks,22,67,92,C
567331,Peter Beard,87,24,72,B
551154,Natalie Espinoza,18,93,72,B
588382,Aaron Hanna,27,46,95,C
546627,Lisa Hale,96,38,78,B
570489,Kenneth Alexander,27,31,40,F
591304,Dr. Steven Ross,22,54,87,C
552991,Christopher Cruz,92,83,13,B
519097,Tanner Lee,42,53,73,C
595803,Toni Mullen,52,76,45,C
594952,Cody Freeman,29,69,72,C
536798,Joseph Holland,59,17,53,D
533784,Matthew White,27,86,72,B
530941,Kimberly Mitchell,61,44,81,B
591909,Michael Robertson,62,69,55,B
549604,David Walters,79,85,29,B
534743,Tina Bradley,71,30,86,B
575799,Nathaniel Howard,68,14,11,F
501479,Maria Ellis,30,63,37,D
526952,Paul Faulkner,11,80,92,B
528677,William Freeman,96,89,63,A
561857,Brian Walter,85,58,68,B
593694,Elizabeth Smith,38,24,92,C
556655,Bridget Wolf,53,30,58,D
505912,Troy Smith,65,82,21,C
509833,Donald Robinson,49,16,51,D
513046,Michelle Arias,40,21,47,D
573906,Joe Boyd,65,20,21,D
518701,Tammy Johnson,56,54,36,D
545769,Crystal Solomon,50,83,16,D
592181,Joseph Alvarez,48,79,14,D
597032,Kimberly Munoz,30,62,53,D
569621,Jennifer Martin,68,46,19,D
574877,Edward Hansen,97,47,18,C
504121,Katie Adams,80,56,70,B
533254,Cynthia Melton MD,60,16,72,D
543991,Jason Lewis,84,60,86,B+
566870,Elizabeth Chambers,80,71,34,B
550495,Makayla Reid,51,19,44,D
575642,Patrick Watson,21,54,66,D
574741,Timothy Powell,85,12,27,D
541407,Mrs. Ellen Ochoa,35,60,97,B
587699,Robin Sampson,10,96,43,D
569684,Ann Diaz,88,25,56,C
571773,Christopher Strickland,33,92,64,B
581396,Connor Salinas,29,12,93,D
545564,William Guerrero,75,81,15,C
508398,Amanda Jones,46,13,74,D
569651,Deborah Houston,75,11,78,C
522174,Natasha Little,72,99,62,B+
544893,Anna Moore,60,69,82,B
547039,Matthew Thomas,84,12,96,B
513399,Justin Garrett,40,85,34,C
540936,Lori Hudson DVM,24,20,12,F
511917,Marcia Escobar,77,38,82,B
573046,Andrew Franklin,82,97,63,B+
526811,Tammy Miller,47,41,28,D
518415,Mr. Charles Brown,10,84,10,D
549078,Melanie West,89,35,94,B+
590580,Debra Clark,90,16,14,D
514392,Renee Moore,24,41,34,D
570074,Cindy Murray,25,42,83,D
525174,Hector Jones,38,21,19,F
529560,Samantha Hubbard,97,77,99,A+
539305,Heather Watkins,72,73,42,B
550925,Jessica Lee,95,36,33,C
534897,Robert Osborn,15,19,89,D
548633,Mary Kerr,99,84,43,B+
523066,Kenneth Rose,40,43,88,C
529750,Ryan Reeves,46,60,27,D
570582,Jonathan Kelley,40,27,12,F
578372,Vincent White,41,95,56,B
539072,Jamie Morales,88,66,51,B
567023,Monica Higgins,70,30,73,C
542340,Edward Paul,51,78,50,C
537773,Latasha Martin,32,62,49,D
562689,Glenn Perry,96,55,95,A
593642,Desiree Ellison,58,90,81,B+
570405,Ashley Weber,61,83,85,B+
509396,Wendy Howe,80,43,78,B
594765,Miss Mary Clay DVM,82,82,27,B
573019,Ryan Smith,52,55,33,D
521466,Katelyn Griffin,33,65,12,D
579867,Joseph Young,39,46,60,D
576975,Sheila King,79,63,39,C
551632,Denise Fisher,19,83,50,D
560949,Joseph Moore,10,39,75,D
555099,Christie Hunter,82,23,67,C
542800,Roberto Robertson,81,22,100,B
527201,Ashley Watson,94,39,31,C
584292,Matthew Williams,73,88,87,A
544673,Natalie Brooks,75,26,61,C
543824,Shane Brown,13,55,62,D
590716,Joshua Brown,59,64,100,B+
577598,Ashley Andrews,84,22,77,B
567046,Melissa Mathis,48,15,35,F
526596,Cynthia Thompson,30,97,44,C
542664,Jessica Allen,49,22,43,D
546969,Robert Morrow,60,44,41,D
527121,Christina Brooks,34,43,53,D
521298,Cheryl Bennett,61,53,44,C
560827,Amanda Graham,87,61,62,B
597639,Tiffany Edwards,55,39,68,C
548673,Jenny Reeves,37,74,54,C
541228,Michael Miller,16,54,80,D
532326,Sheila Caldwell,28,72,66,C
533225,Timothy Hartman,28,19,13,F
572148,Jeremiah Cameron,39,62,79,C
516629,Ronnie Williams,53,36,57,D
568124,Brittany Lynn,95,85,84,A
550251,Joshua Collier,32,84,57,C
590361,Michael Johnson,98,64,56,B+
503552,Kristina Klein,12,44,40,F
552221,Jeffery Poole,43,16,49,D
586931,Ashley Stone,62,38,35,D
540454,Crystal Hill,89,45,79,B+
513927,Paul Walsh,43,79,88,B
576542,Angela Mclean,53,40,68,C
546097,Kimberly Miller,58,94,18,C
565322,Monique Humphrey,50,75,45,C
573832,Matthew Valdez,65,53,25,D
520287,Stacy Hamilton,69,53,40,C
543964,Nancy Rogers,37,65,64,C
584318,Sheila Vasquez,52,53,24,D
598542,Jonathan Molina,56,68,72,B
569287,Shirley Watkins,49,26,81,C
551681,Olivia Warren,40,50,55,D
518797,Mary Moyer,46,74,65,B
558458,Angela Lucas,18,93,99,B
535903,Bruce Wilson,27,75,79,C
548465,Kimberly Briggs,37,13,62,D
570543,Jennifer Robles,28,27,75,D
501992,Beth Smith,36,29,35,D
514506,Daniel Bradford,40,60,44,D
587467,Joseph Barrett,99,23,11,D
520887,Gina Huff,72,19,61,D
537783,Amanda Everett,58,37,50,D
533955,Nichole Moore,31,25,44,D
561057,April Lee,56,84,68,B
549678,Melissa Cohen,53,77,99,B+
564705,Krista Floyd,42,78,17,D
559351,Michael Castillo,34,82,70,B
516758,Barbara Williams,87,66,55,B
544027,Christopher Walton,34,16,98,D
569333,Andrew Norman,47,48,35,D
520291,Donna Adams,66,13,64,D
547506,Robert Fisher,62,93,15,C
591654,Stephanie Dean,35,82,63,C
505501,Paul Little,100,82,10,B
594911,William Brown,44,47,50,D
550277,James Dixon,87,91,71,A
546943,Brooke Jackson,64,40,79,B
517460,Jordan Snyder,36,92,54,C
516595,Christopher Thomas,75,18,38,D
524012,Michael Dominguez,82,52,72,B
512791,Kevin Murray,65,79,30,C
598475,Kimberly Martinez,60,91,15,C
504469,Janet Stein,27,45,17,F
532083,Jeanette Price,98,92,45,B+
559971,Alyssa Harrison,25,37,11,F
589589,Steven Johnson,17,76,42,D
584392,Matthew Foster,25,30,98,C
596807,Jerry Rodriguez,10,87,87,B
533124,Adam Davis,84,59,23,C
512141,Cindy Holland,11,86,18,D
573179,Tanya Grant,35,28,99,C
502730,Crystal Campbell,80,97,65,B+
544103,Sabrina Berry,27,37,69,D
585077,Michael Ward,18,44,92,C
537849,William Lewis,92,14,96,B
565488,Brian Schwartz,84,51,40,C
580306,Samantha Williams,25,15,65,D
567219,David Stuart,31,10,40,F
591333,Jamie Gonzales,17,93,81,B
582706,Johnathan Rodriguez,18,63,12,F
504294,Michael Rodriguez,77,77,33,B
551272,Nicole Watkins,30,82,41,C
545230,Aaron Moreno,46,17,65,D
529228,Brandon Dalton,12,55,49,D
591435,Tara Wall,68,88,91,A
518024,Matthew Cunningham,20,66,47,D
580036,Michael Woods,56,67,78,B
524348,Diane Duncan,73,72,37,C
584964,Antonio Pennington,50,10,98,C
596844,Claudia Greene,80,11,30,D
536303,Sandra Jenkins,42,61,16,D
520184,Paul Williams,23,56,74,C
579715,Stacy Taylor,53,84,87,B+
501628,John Rowland,44,58,51,C
547055,Eric Craig,95,41,29,C
591159,Benjamin Taylor,28,29,81,D
593721,Daniel Taylor,31,52,88,C
555786,Steven West,54,60,46,C
571492,Peter Allen,57,87,84,B+
537852,Seth Sanders,27,14,70,D
555072,Frances Blake,89,41,23,C
525397,Kathleen Arnold,27,34,71,D
591894,Riley Diaz,72,40,66,C
500892,Ryan White,40,44,41,D
544613,Jacqueline Mathis,39,89,72,B
578804,Michael Mckay,12,29,18,F
586236,Austin Jackson,47,38,11,F
520958,Maria Houston,66,72,56,B
522735,Dennis Colon,12,33,35,F
593057,Daniel Evans,92,30,63,B
501232,James Hernandez,77,36,95,B
577958,Ricky Acosta,24,92,20,D
526340,Mr. Thomas Humphrey,25,38,65,D
538423,Cynthia Rivers,32,62,37,D
507000,Christina Conrad,47,97,10,C
581027,Terrence Ruiz,16,24,73,D
528089,Brenda Scott,18,77,77,C
565479,Jasmine Camacho,30,78,45,C
589676,Regina Matthews,83,21,86,B
569950,Jay Davis,35,50,42,D
561174,Mr. William Cox,78,64,44,B
507046,Kimberly Hamilton,31,41,20,F
512274,Joseph Williams,36,58,77,C
516422,Austin Keller,85,93,15,B
590086,Sylvia Montgomery,89,59,68,B+
509805,Anthony Jones,69,34,78,C
578217,Richard Nunez,52,99,77,B+
558790,Elizabeth Castro,31,99,46,C
593675,Jay Robinson,66,71,13,D
553330,Emma Montgomery,32,43,23,F
520575,Teresa Bauer,67,39,58,C
569962,Rebecca Foster,23,64,49,D
529645,Justin Williams,48,75,28,D
528546,Michelle Howell,74,24,87,B
559385,James George,57,25,23,D
581731,Evelyn Mcmillan,30,33,81,D
516941,Frank Cole,56,65,67,B
593206,Margaret Gregory,72,100,60,B+
512587,Bobby Smith,34,54,91,C
504513,Tara Waters,10,97,39,D
529866,Sherri Ball,51,32,36,D
529753,Kimberly Sanchez,92,52,47,B
575722,Jill Conley,23,31,34,F
502064,Jennifer Roberts,93,23,72,B
557584,Cole Mitchell,70,98,41,B
588569,Renee Mata,39,35,36,D
538634,Misty Jackson,96,72,62,B+
564331,Lindsey Saunders,40,94,72,B
573259,Robert Miller,19,36,31,F
502719,Dennis Curtis,63,50,87,B
571607,Thomas Morales,55,93,59,B
513449,Melissa Burnett,75,91,38,B
579039,Michael Hernandez,32,31,30,F
541714,Stephen Patterson,68,48,99,B+
584139,Margaret Chavez,78,31,11,D
583860,Mary Alvarado,53,34,33,D
568215,Hayley Stark,57,62,74,B
540595,Richard Andersen,79,66,23,C
587135,James Gonzalez,90,20,42,D
569483,Timothy Larson,67,75,61,B
587708,Monica Rodriguez,99,63,65,B+
580778,Debra Stuart,61,33,61,C
545837,James Anderson,89,66,52,B
551217,Mario Baker,90,90,29,B
563101,Andrew Richmond,65,41,90,B
518677,Michelle Hughes,51,39,68,C
553775,Michael Preston,79,63,36,C
599618,Kristy Day,74,94,55,B+
592201,Dakota Pena,31,42,95,C
562927,Jamie Moore,33,73,81,B
571654,Gregory Miller,82,78,82,B+
504871,Michaela Miller PhD,95,39,44,C
520637,Dawn Martinez,39,36,18,F
501138,Angela Lopez,63,64,63,B
529844,Aaron Cox,14,89,46,D
560381,Catherine Fields,55,84,96,B+
556864,Samantha English,100,29,76,B
540833,Richard Rhodes,62,21,98,C
571629,Tanner Gregory,10,56,83,D
591650,Jennifer Gutierrez,65,15,76,C
558625,Rebecca Brown DDS,54,41,15,D
556459,Angela Stevens,20,14,98,D
525705,Sherry Rodriguez,40,40,17,F
592302,Rachel Woods,84,59,68,B
598952,Michelle Walker,92,44,83,B+
533041,David Perez,86,17,55,C
544407,Christopher Watkins,21,93,15,D
538263,April Green,86,23,99,B
528252,Dale James,94,24,87,B
527189,Dennis Wagner Jr.,55,53,38,D
591880,Kathryn Tran MD,99,12,29,D
599018,Brent Hester,17,71,21,D
560191,Alex Gordon,85,82,81,A
572387,Jason Perez,15,70,76,C
543162,Thomas Harris,100,40,91,B+
575545,Jennifer Greene,60,33,12,D
536451,Emily Johnson,72,34,40,D
501401,Lucas Osborne,100,37,60,B
526541,Justin Smith,97,76,29,B
509407,Joanna Porter,53,88,96,B+
